0.782144, -1.39026, -1
2.01115, 0.180109, 1
-0.751355, -2.20228, -1
2.03423, -0.33331, -1
-0.278259, -0.0885055, 1
-0.268066, 0.283492, -1
-1.04293, 1.05568, -1
-0.0534238, -0.729588, 1
0.0813843, -0.058979, 1
0.22638, 1.50169, 1
1.12066, -0.397339, 1
0.385117, 0.0592817, 1
1.91428, -0.82733, -1
0.0277096, 2.20537, -1
2.16492, 0.535663, 1
0.7811, 0.259187, 1
-2.42702, 1.46664, -1
0.0717438, -0.332479, 1
1.97086, 1.50372, 1
0.17232, -0.950124, 1
0.283068, 1.87843, 1
-0.173783, -0.0753447, 1
2.15432, 0.734409, 1
2.11273, 0.134319, 1
1.91068, -0.497797, -1
-0.302271, 2.2425, -1
1.22389, 0.60264, 1
-1.41535, -1.92534, -1
0.680692, 0.166921, 1
0.806913, 0.0969965, 1
2.14532, -0.747344, -1
0.175921, -0.364146, 1
2.07969, 1.49087, 1
-0.325443, 0.853056, -1
0.588455, 0.61269, 1
-0.152869, 1.10339, -1
0.0450926, -0.354043, 1
-0.296459, 2.2243, -1
-0.842601, -0.647244, -1
-0.572752, -0.352009, -1
0.385243, -0.170484, 1
-1.41492, -0.796961, -1
1.77954, -0.248627, -1
-0.38421, -1.12543, 1
0.157065, 1.11931, 1
0.0699259, 1.53702, 1
-0.162745, -1.33093, -1
1.07556, 0.510122, 1
0.268422, 0.750787, 1
-0.113252, 1.88987, -1
-0.540501, -0.387055, -1
-0.0516873, 1.79941, -1
1.75529, -0.378224, -1
-0.840178, -0.1633, -1
2.17674, 0.701943, 1
2.00921, 1.94122, 1
1.99344, 1.62567, 1
1.88791, 1.89022, 1
0.406357, -1.64644, -1
-0.159452, 0.276496, 1
-0.244238, 1.86741, -1
-0.986343, 0.144395, -1
-0.0490356, -0.125719, 1
0.312535, 0.0991629, 1
1.2701, -0.0751374, 1
-0.643859, -2.68652, -1
2.22655, 3.47609, 1
2.29153, 2.45622, 1
-1.95125, -0.711077, -1
-0.00832373, 1.83261, -1
0.0921367, -2.84947, -1
0.282826, -0.0818011, 1
1.78291, 1.00502, 1
0.59012, 0.645745, 1
1.75955, -1.52757, -1
0.00238942, 1.2318, 1
-0.898367, -0.0256416, -1
0.20718, 2.11481, 1
0.115707, 0.071661, 1
0.793957, -0.165342, 1
1.97748, 2.55566, 1
-0.107151, 2.10795, -1
-0.249453, 0.104319, 1
1.60285, 1.43201, 1
-0.188725, 0.189098, 1
-1.09816, -0.0139791, -1
-0.0105131, -0.358995, 1
0.0312961, 2.23185, -1
-1.28894, -0.457815, -1
0.359742, -0.885941, 1
-0.236816, 0.0730945, 1
-0.00622202, 1.84328, -1
1.88078, 1.9517, 1
2.08552, 1.33968, 1
1.37111, 0.591682, 1
0.211747, 1.33095, 1
0.13205, 0.155524, 1
-0.602153, -0.0958493, -1
0.0378216, 0.659876, 1
1.99955, 1.54944, 1
2.08932, 0.884555, 1
3.48058, -0.926885, -1
-0.0812909, 0.155742, 1
0.226435, -1.32516, -1
-0.177223, 2.04907, -1
1.65211, -0.505665, -1
0.0584942, -0.012904, 1
-0.253301, 0.20487, -1
-0.178024, -0.354762, 1
-0.0139392, 2.00151, -1
-1.03155, -0.579394, -1
0.304825, 1.65313, 1
2.23449, -0.173613, -1
1.51307, 0.239574, 1
2.13129, -0.64744, -1
-0.389727, -0.501645, 1
0.216148, 1.76632, 1
2.0521, 1.45391, 1
0.00940737, -1.05478, 1
0.0420553, 0.0552962, 1
1.75904, 2.45054, 1
0.370572, 1.70234, 1
1.76246, 0.926035, 1
-0.806759, -0.234243, -1
0.10186, 1.73328, -1
1.95087, 1.53829, 1
0.0892642, 1.76752, -1
-1.00301, 1.04281, -1
-0.0594758, 2.05059, -1
0.322698, -1.42627, -1
-1.31902, -0.212463, -1
0.0521607, 0.316833, 1
-1.17785, 2.47725, -1
0.540986, 0.276647, 1
-1.2469, 1.2692, -1
-0.712977, -0.712831, -1
0.325252, 0.116932, 1
0.0915009, 0.0320451, 1
-0.939307, -1.26735, -1
0.0960749, 0.0303328, 1
-1.44486, -0.699475, -1
1.83954, -0.13615, -1
-0.087885, -0.0417497, 1
1.46341, -1.41654, -1
2.1231, -0.536628, -1
2.05164, 2.94415, 1
-0.0101457, -0.847139, 1
0.284481, 0.127587, 1
-0.584335, -0.33351, -1
-0.0389801, 0.0157772, 1
-0.763721, -1.76813, -1
0.765533, 1.28754, 1
-0.399683, -0.0398928, -1
0.154714, -0.895684, 1
-0.142146, 1.82089, -1
1.36972, 1.0899, 1
-0.0866077, 0.108275, 1
1.25053, 0.281916, 1
0.107289, 0.273671, 1
0.74832, -0.541234, 1
-0.945494, -1.01898, -1
2.40587, 0.581266, 1
2.02445, 1.87425, 1
-0.0704178, 0.0656594, 1
1.33252, 0.665107, 1
1.70337, 0.566583, 1
-0.24945, -0.681151, 1
-0.0646702, 2.33103, -1
0.206868, -0.988452, 1
2.12549, -1.42966, -1
0.0944878, 2.20784, -1
0.210714, 2.02528, 1
-0.308916, 2.44956, -1
0.122248, 0.87425, 1
